District,Soil_Type,Crop_Type,Day_After_Sowing,Temperature(°C),Humidity(%),Rainfall(mm),Area_in_Acre,Water_Requirement(L/day)
Simdega,Gravelly Soil,Barley,16,28.2,78.2,31.9,2.97,7506.0
Bokaro,Clay Loam,Millet,73,21.6,63.6,30.4,1.01,4854.0
Seraikela-Kharsawan,Alluvial Soil,Wheat,116,32.6,67.4,17.2,3.27,9864.0
Jamtara,Alluvial Soil,Linseed,93,22.0,70.4,17.2,6.99,10634.0
Deoghar,Red Sandy Soil,Linseed,137,32.1,45.2,32.2,9.3,14410.0
Dhanbad,Black Soil,Maize,33,30.1,82.8,27.7,2.93,8102.0
Simdega,Sandy Loam,Mustard,88,29.9,83.2,35.9,6.86,10336.0
Lohardaga,Red Sandy Soil,Barley,39,21.3,63.4,47.1,5.04,9026.0
Giridih,Red Sandy Soil,Linseed,114,32.8,71.3,39.0,6.46,10721.0
Bokaro,Black Soil,Linseed,77,28.6,73.0,15.2,0.52,4786.0
Palamu,Black Soil,Barley,87,28.2,49.5,38.0,1.67,6945.0
Khunti,Alluvial Soil,Cotton,114,31.9,45.6,22.5,2.56,10632.0
Latehar,Black Soil,Cotton,56,32.1,41.0,38.9,8.99,16892.0
Koderma,Clay Loam,Barley,138,20.3,85.6,44.3,0.89,4166.0
Latehar,Alluvial Soil,Rice,41,22.5,57.3,12.5,5.91,14891.0
Deoghar,Black Soil,Jowar,104,24.7,44.3,11.9,9.32,14723.0
Pakur,Gravelly Soil,Sesame,99,33.6,63.3,21.6,6.69,12019.0
Lohardaga,Alluvial Soil,Mustard,59,31.5,43.8,2.6,5.1,10584.0
Sahebganj,Alluvial Soil,Cotton,122,35.2,44.3,34.3,4.17,12375.0
Simdega,Red Sandy Soil,Sugarcane,120,34.8,64.4,37.5,6.43,17928.0
Latehar,Sandy Loam,Sesame,41,37.1,65.4,17.3,5.06,10762.0
Koderma,Red Sandy Soil,Sunflower,66,27.5,69.0,23.3,7.2,12314.0
Latehar,Laterite Soil,Millet,62,26.9,72.8,29.5,6.37,10486.0
Gumla,Alluvial Soil,Mustard,40,36.6,73.4,3.7,5.89,10974.0
Pakur,Black Soil,Ragi,40,24.8,61.6,35.6,9.59,13910.0
Sahebganj,Black Soil,Ragi,102,29.2,72.2,26.3,8.44,13068.0
Chatra,Black Soil,Sunflower,15,23.9,55.2,31.2,6.28,11290.0
Gumla,Alluvial Soil,Sesame,124,38.3,62.1,36.2,5.62,11163.0
Pakur,Black Soil,Barley,131,28.2,59.7,33.8,7.38,12433.0
Hazaribagh,Laterite Soil,Ragi,24,24.2,56.5,4.8,8.14,13169.0
Giridih,Alluvial Soil,Barley,48,33.8,51.9,39.1,3.3,9041.0
Simdega,Black Soil,Sorghum,48,24.9,43.9,30.5,6.84,12003.0
Seraikela-Kharsawan,Alluvial Soil,Maize,47,38.9,65.3,35.7,1.78,8197.0
Palamu,Gravelly Soil,Sunflower,105,27.4,66.9,13.1,4.59,9961.0
Latehar,Alluvial Soil,Jowar,113,33.3,56.8,11.1,9.42,15324.0
Gumla,Laterite Soil,Linseed,8,26.9,88.8,41.3,3.6,6700.0
Godda,Red Sandy Soil,Millet,18,36.1,67.8,19.5,1.97,7356.0
Ranchi,Alluvial Soil,Sugarcane,108,37.9,84.5,28.8,1.89,13269.0
Dhanbad,Sandy Loam,Groundnut,84,35.8,68.5,27.6,4.24,9913.0
Sahebganj,Laterite Soil,Cotton,65,37.0,49.5,29.3,2.64,10969.0
Khunti,Clay Loam,Maize,109,22.0,88.7,3.5,4.56,9229.0
Latehar,Gravelly Soil,Barley,46,38.5,84.3,15.1,7.33,13049.0
Palamu,Laterite Soil,Jowar,66,32.5,63.6,3.3,8.94,14716.0
Simdega,Red Sandy Soil,Rice,80,37.4,52.2,24.0,1.55,11944.0
Seraikela-Kharsawan,Black Soil,Maize,140,33.7,51.1,45.1,7.8,13935.0
Dhanbad,Black Soil,Jowar,147,24.0,80.3,19.5,1.48,5581.0
Giridih,Laterite Soil,Sorghum,106,32.2,43.5,39.1,4.1,9833.0
Chatra,Clay Loam,Ragi,126,21.8,71.9,14.4,9.97,14105.0
Deoghar,Black Soil,Mustard,145,33.9,72.0,42.8,1.15,5224.0
Hazaribagh,Gravelly Soil,Mustard,13,28.2,49.1,21.0,0.72,5347.0
Simdega,Sandy Loam,Wheat,28,23.0,75.2,17.8,3.67,9058.0
Giridih,Clay Loam,Maize,123,39.6,75.3,34.9,9.54,15743.0
Palamu,Laterite Soil,Linseed,67,38.0,57.5,25.6,0.69,6153.0
Ranchi,Clay Loam,Mustard,5,37.9,64.2,16.9,2.62,7846.0
Seraikela-Kharsawan,Black Soil,Ragi,100,35.8,81.6,2.9,6.23,11704.0
Pakur,Black Soil,Barley,143,33.8,66.2,8.3,2.72,8648.0
Godda,Laterite Soil,Sesame,81,33.1,70.9,38.6,1.01,5721.0
Koderma,Black Soil,Mustard,44,22.1,60.6,46.0,1.0,4172.0
Gumla,Black Soil,Jowar,119,38.0,47.5,8.4,5.81,12517.0
Godda,Sandy Loam,Groundnut,46,37.6,89.9,28.5,5.84,11033.0
Lohardaga,Sandy Loam,Cotton,68,35.0,66.6,1.7,7.21,15378.0
Dhanbad,Red Sandy Soil,Barley,128,38.5,56.8,14.5,1.75,8306.0
Seraikela-Kharsawan,Sandy Loam,Ragi,49,31.1,75.7,22.4,5.25,10041.0
Latehar,Alluvial Soil,Sorghum,102,29.0,71.0,36.8,6.21,10844.0
Dhanbad,Clay Loam,Millet,77,39.4,51.6,2.2,2.61,9158.0
Ranchi,Clay Loam,Sorghum,20,29.3,83.8,39.1,5.7,9934.0
Gumla,Laterite Soil,Sesame,111,32.8,43.5,10.1,7.23,13303.0
Ranchi,Sandy Loam,Jowar,146,27.5,70.3,38.0,9.91,14291.0
Sahebganj,Red Sandy Soil,Groundnut,115,32.7,63.9,31.3,6.17,11597.0
Hazaribagh,Black Soil,Mustard,12,34.4,55.9,17.0,8.68,13803.0
Seraikela-Kharsawan,Red Sandy Soil,Sugarcane,79,32.5,81.3,36.2,8.42,19207.0
Deoghar,Red Sandy Soil,Wheat,119,30.3,72.8,11.8,9.43,15740.0
Palamu,Gravelly Soil,Groundnut,36,26.0,78.0,11.0,7.37,12110.0
Lohardaga,Black Soil,Sorghum,8,32.9,60.7,3.1,2.52,8527.0
Khunti,Alluvial Soil,Mustard,28,38.2,87.1,19.7,3.33,7843.0
Ranchi,Sandy Loam,Groundnut,116,20.1,57.2,4.9,7.95,12846.0
Dhanbad,Black Soil,Sunflower,86,22.7,66.6,21.0,5.45,10202.0
Dhanbad,Red Sandy Soil,Groundnut,49,22.4,86.7,0.5,2.89,7219.0
Giridih,Black Soil,Jowar,80,38.5,44.2,7.8,6.74,13608.0
Pakur,Alluvial Soil,Sugarcane,5,33.3,45.4,46.6,9.11,20846.0
Pakur,Clay Loam,Mustard,46,39.0,89.7,39.8,3.9,8013.0
Seraikela-Kharsawan,Laterite Soil,Sugarcane,98,31.7,88.6,11.8,6.16,17136.0
Simdega,Sandy Loam,Linseed,102,29.2,78.6,35.9,6.02,9764.0
Seraikela-Kharsawan,Sandy Loam,Maize,2,35.8,64.2,33.4,1.71,7896.0
Chatra,Gravelly Soil,Jowar,25,23.2,65.3,8.8,1.36,6045.0
Koderma,Clay Loam,Cotton,1,27.6,52.9,18.6,8.95,16451.0
Bokaro,Sandy Loam,Cotton,68,29.3,61.6,45.7,9.37,16238.0
Khunti,Gravelly Soil,Groundnut,69,26.0,61.6,36.9,9.09,13804.0
Khunti,Gravelly Soil,Sunflower,16,27.4,41.8,38.0,4.27,9896.0
Deoghar,Gravelly Soil,Sorghum,18,21.6,62.7,28.2,3.23,7545.0
Simdega,Sandy Loam,Ragi,107,24.0,64.0,33.3,9.45,13664.0
Godda,Sandy Loam,Barley,17,26.7,73.3,25.4,8.89,13553.0
Simdega,Sandy Loam,Wheat,125,35.9,65.8,37.0,8.29,14866.0
Simdega,Alluvial Soil,Maize,82,23.6,83.1,36.6,3.67,8005.0
Seraikela-Kharsawan,Gravelly Soil,Sesame,4,26.9,58.4,1.6,6.57,11776.0
Gumla,Alluvial Soil,Sunflower,115,21.3,60.5,31.6,7.63,12213.0
Simdega,Laterite Soil,Ragi,95,31.1,68.6,31.5,5.97,10792.0
Godda,Sandy Loam,Jowar,95,32.2,50.1,3.4,6.22,12369.0
Khunti,Black Soil,Sunflower,137,37.3,59.7,20.5,7.69,14119.0
Palamu,Clay Loam,Linseed,31,36.4,74.3,44.9,7.78,12193.0
Seraikela-Kharsawan,Red Sandy Soil,Barley,133,25.7,60.6,47.7,2.78,7278.0
Palamu,Laterite Soil,Rice,16,22.7,85.3,39.1,4.21,11839.0
Dumka,Black Soil,Sorghum,42,23.1,70.8,7.6,7.92,12554.0
Lohardaga,Red Sandy Soil,Wheat,30,39.4,47.7,18.7,2.98,10815.0
Khunti,Red Sandy Soil,Cotton,26,33.5,64.4,9.1,9.2,17136.0
Godda,Sandy Loam,Sunflower,31,20.9,78.2,32.6,8.47,12462.0
Simdega,Clay Loam,Cotton,50,22.7,72.2,38.7,9.01,15040.0
Chatra,Red Sandy Soil,Barley,143,29.7,84.3,44.2,3.32,7577.0
Seraikela-Kharsawan,Gravelly Soil,Maize,52,24.2,77.5,43.0,1.5,5935.0
Khunti,Black Soil,Sorghum,38,36.1,43.1,5.0,1.46,8277.0
Lohardaga,Red Sandy Soil,Wheat,20,31.5,45.6,6.3,5.78,13136.0
Koderma,Laterite Soil,Sesame,99,32.3,72.5,45.5,3.4,7845.0
Khunti,Clay Loam,Barley,44,29.3,51.9,42.2,3.0,8229.0
Pakur,Clay Loam,Rice,111,25.1,69.4,23.0,2.61,11278.0
Gumla,Red Sandy Soil,Sorghum,89,31.8,79.6,21.5,5.84,10802.0
Latehar,Clay Loam,Jowar,63,34.3,68.8,27.6,5.71,11024.0
Godda,Laterite Soil,Barley,118,27.4,60.8,29.8,4.51,9530.0
Dumka,Black Soil,Groundnut,72,30.1,72.3,12.7,1.82,7107.0
Godda,Laterite Soil,Mustard,54,36.8,47.2,20.2,9.32,14880.0
Deoghar,Laterite Soil,Groundnut,137,23.0,76.2,31.0,4.57,8664.0
Hazaribagh,Gravelly Soil,Wheat,143,30.9,74.9,10.3,1.67,8007.0
Godda,Sandy Loam,Sunflower,48,27.0,65.7,49.9,0.85,5481.0
Khunti,Red Sandy Soil,Sorghum,148,34.1,53.9,14.1,1.95,8061.0
Deoghar,Black Soil,Sugarcane,101,20.4,79.9,27.6,3.32,13111.0
Latehar,Clay Loam,Groundnut,60,33.4,65.5,27.7,6.49,12011.0
Seraikela-Kharsawan,Laterite Soil,Mustard,98,22.1,43.0,22.6,9.72,13888.0
Deoghar,Red Sandy Soil,Groundnut,100,21.3,85.9,12.1,3.08,7091.0
Sahebganj,Black Soil,Sorghum,99,34.5,78.4,28.3,8.0,13132.0
Dumka,Black Soil,Sunflower,73,32.8,69.2,4.6,9.16,15172.0
Ranchi,Red Sandy Soil,Barley,119,37.9,61.8,19.3,4.22,10470.0
Dhanbad,Sandy Loam,Linseed,128,30.4,88.0,11.2,2.91,6986.0
Palamu,Gravelly Soil,Mustard,140,30.6,78.8,6.2,5.17,9442.0
Palamu,Clay Loam,Jowar,88,34.1,66.7,46.3,9.02,14003.0
Seraikela-Kharsawan,Gravelly Soil,Sugarcane,105,26.5,72.7,35.0,0.6,11069.0
Gumla,Black Soil,Barley,19,20.7,54.0,8.4,5.12,10102.0
Koderma,Clay Loam,Rice,80,24.6,49.8,47.5,7.7,16416.0
Godda,Black Soil,Rice,26,24.8,53.7,10.8,6.21,15563.0
Koderma,Laterite Soil,Wheat,121,26.7,54.7,11.8,5.22,11713.0
Bokaro,Laterite Soil,Sunflower,33,38.9,77.0,6.7,5.76,12106.0
Pakur,Red Sandy Soil,Sorghum,106,36.1,47.0,36.4,6.38,12452.0
Deoghar,Clay Loam,Millet,30,38.7,78.9,28.5,6.98,12113.0
Latehar,Clay Loam,Sunflower,126,40.0,66.2,2.9,3.88,10736.0
Pakur,Black Soil,Groundnut,36,28.7,59.2,1.3,5.42,11188.0
Godda,Gravelly Soil,Mustard,125,24.5,55.0,26.6,3.1,7068.0
Khunti,Laterite Soil,Barley,124,31.2,65.7,32.6,9.85,15047.0
Giridih,Alluvial Soil,Linseed,118,37.6,55.9,41.1,2.28,7441.0
Latehar,Red Sandy Soil,Rice,123,29.3,61.5,23.9,1.93,11237.0
Lohardaga,Clay Loam,Sugarcane,37,30.1,77.0,33.8,3.05,13774.0
Simdega,Sandy Loam,Sunflower,61,22.7,71.3,36.7,9.24,13537.0
Seraikela-Kharsawan,Sandy Loam,Ragi,96,28.4,77.4,30.7,6.76,11064.0
Bokaro,Alluvial Soil,Sesame,120,27.7,75.6,17.6,4.83,9280.0
Godda,Laterite Soil,Millet,12,27.0,80.8,6.6,9.29,13634.0
Sahebganj,Laterite Soil,Sugarcane,122,37.7,50.1,32.4,9.05,21369.0
Koderma,Laterite Soil,Sunflower,35,21.2,89.8,38.4,4.32,7878.0
Latehar,Gravelly Soil,Groundnut,67,39.4,63.8,9.5,5.85,12386.0
Godda,Black Soil,Ragi,38,20.2,75.9,24.7,9.1,12749.0
Chatra,Sandy Loam,Maize,24,38.9,73.9,19.9,3.53,10005.0
Simdega,Laterite Soil,Millet,81,31.0,68.3,10.3,4.37,9415.0
Jamtara,Sandy Loam,Cotton,72,34.0,89.8,12.3,8.03,15190.0
Godda,Alluvial Soil,Maize,79,23.7,50.9,11.9,7.14,12945.0
Gumla,Red Sandy Soil,Sesame,114,33.1,61.1,20.9,0.96,6319.0
Khunti,Black Soil,Maize,45,37.6,46.4,19.5,1.62,8798.0
Ranchi,Gravelly Soil,Sesame,125,22.8,49.1,27.7,8.54,13093.0
Bokaro,Clay Loam,Groundnut,96,22.5,75.6,4.7,0.78,5368.0
Latehar,Alluvial Soil,Sugarcane,13,26.1,40.2,29.1,9.24,20762.0
Latehar,Black Soil,Jowar,110,23.2,84.5,1.1,3.08,7343.0
Dhanbad,Sandy Loam,Rice,6,22.2,71.7,12.9,6.18,14691.0
Sahebganj,Alluvial Soil,Mustard,97,33.6,62.0,25.1,5.86,10558.0
Dhanbad,Clay Loam,Mustard,71,24.3,56.6,34.3,4.26,8006.0
Lohardaga,Black Soil,Linseed,47,33.3,46.3,38.6,0.8,5869.0
Latehar,Gravelly Soil,Barley,93,37.2,86.1,1.8,2.33,8131.0
Seraikela-Kharsawan,Red Sandy Soil,Barley,101,33.0,75.6,26.9,6.34,11534.0
Simdega,Clay Loam,Maize,44,22.4,56.8,17.7,4.74,10122.0
Gumla,Black Soil,Maize,32,31.5,43.5,34.7,4.43,10781.0
Latehar,Gravelly Soil,Jowar,3,27.9,56.3,14.2,1.43,6747.0
Khunti,Sandy Loam,Sunflower,84,26.9,49.2,37.2,3.8,9170.0
Deoghar,Clay Loam,Groundnut,4,26.4,79.3,30.1,5.5,9859.0
Dumka,Alluvial Soil,Rice,145,38.6,76.0,39.5,1.24,10730.0
Gumla,Laterite Soil,Mustard,88,34.9,64.9,49.2,1.13,5389.0
Seraikela-Kharsawan,Alluvial Soil,Sesame,106,22.7,84.3,45.4,5.17,8303.0
Deoghar,Sandy Loam,Ragi,105,29.5,49.0,29.7,5.83,11116.0
Dumka,Black Soil,Sunflower,36,26.4,62.6,44.7,2.95,7718.0
Koderma,Red Sandy Soil,Jowar,58,39.6,75.5,7.7,3.59,9631.0
Sahebganj,Clay Loam,Mustard,8,39.6,43.4,2.2,8.07,14384.0
Jamtara,Black Soil,Cotton,86,26.4,58.6,26.7,8.76,15808.0
Sahebganj,Red Sandy Soil,Barley,97,27.0,68.6,48.7,3.59,7958.0
Chatra,Sandy Loam,Cotton,59,32.0,58.3,35.5,3.88,11321.0
Dumka,Clay Loam,Rice,30,29.6,64.0,15.3,8.39,17824.0
Dumka,Gravelly Soil,Rice,101,24.3,70.4,33.4,9.75,18100.0
Koderma,Gravelly Soil,Groundnut,67,33.2,58.4,2.0,3.55,9778.0
Lohardaga,Black Soil,Ragi,132,26.7,45.3,23.5,7.99,13231.0
Jamtara,Alluvial Soil,Millet,93,33.1,47.0,11.9,5.06,10922.0
Deoghar,Black Soil,Maize,63,27.7,66.4,2.5,3.01,8938.0
Seraikela-Kharsawan,Alluvial Soil,Barley,32,34.0,48.7,12.5,6.98,13369.0
Ranchi,Sandy Loam,Jowar,87,33.4,84.5,36.1,4.89,9473.0
Ranchi,Gravelly Soil,Ragi,51,30.2,81.7,27.6,3.05,7467.0
Pakur,Clay Loam,Sesame,63,34.1,57.5,1.2,1.52,7481.0
Hazaribagh,Gravelly Soil,Ragi,80,29.2,81.5,20.5,8.74,13205.0
Bokaro,Alluvial Soil,Groundnut,87,22.3,66.7,37.6,8.85,13027.0
Sahebganj,Black Soil,Jowar,110,23.6,48.0,47.7,1.21,5676.0
Bokaro,Sandy Loam,Sunflower,101,24.9,70.7,43.7,6.8,11195.0
Godda,Gravelly Soil,Millet,129,21.3,74.0,0.1,2.04,6148.0
Bokaro,Sandy Loam,Groundnut,19,34.2,44.2,10.9,6.64,13216.0
Ranchi,Gravelly Soil,Linseed,101,27.3,55.7,10.4,9.12,13871.0
Koderma,Black Soil,Sugarcane,94,21.9,40.3,20.7,2.97,14237.0
Jamtara,Red Sandy Soil,Sesame,81,36.4,55.8,32.3,3.81,9430.0
Chatra,Black Soil,Mustard,103,33.7,56.8,7.7,8.05,13262.0
Dhanbad,Gravelly Soil,Maize,113,29.0,71.5,45.8,7.49,12529.0
Palamu,Alluvial Soil,Maize,13,24.9,50.0,38.9,4.38,9792.0
Khunti,Black Soil,Ragi,118,23.0,41.5,21.0,8.56,13595.0
Bokaro,Clay Loam,Maize,86,29.2,55.8,29.2,9.25,15112.0
Jamtara,Alluvial Soil,Cotton,23,37.7,81.3,27.1,4.8,12289.0
Seraikela-Kharsawan,Alluvial Soil,Sorghum,107,23.8,60.0,29.1,0.87,5468.0
Godda,Alluvial Soil,Barley,12,31.4,60.8,43.0,5.34,10496.0
Latehar,Sandy Loam,Groundnut,137,39.2,63.5,10.0,7.53,14045.0
Jamtara,Laterite Soil,Groundnut,78,32.7,77.6,34.2,2.59,7548.0
Lohardaga,Laterite Soil,Cotton,67,28.8,64.0,5.4,1.44,8992.0
Dhanbad,Red Sandy Soil,Rice,108,34.3,44.6,23.0,3.21,13542.0
Gumla,Alluvial Soil,Barley,44,36.5,50.3,31.8,0.61,6815.0
Bokaro,Laterite Soil,Millet,149,31.8,49.4,0.6,7.3,13186.0
Giridih,Red Sandy Soil,Millet,7,37.4,65.4,5.4,1.89,7760.0
Sahebganj,Sandy Loam,Maize,128,30.3,41.5,4.6,7.37,14263.0
Koderma,Alluvial Soil,Ragi,97,36.6,54.2,18.7,2.73,8790.0
Lohardaga,Clay Loam,Groundnut,11,39.0,70.4,31.1,9.92,15786.0
Latehar,Sandy Loam,Wheat,106,30.0,57.7,49.8,5.55,11523.0
Lohardaga,Red Sandy Soil,Rice,83,32.1,75.4,12.7,0.89,10284.0
Koderma,Sandy Loam,Sorghum,36,32.2,59.6,6.8,7.84,13736.0
Chatra,Clay Loam,Linseed,118,35.6,89.0,20.7,4.4,8776.0
Bokaro,Sandy Loam,Jowar,41,36.5,88.3,7.3,6.27,11625.0
Godda,Red Sandy Soil,Maize,92,20.5,80.0,1.2,9.54,14366.0
Hazaribagh,Clay Loam,Sesame,49,34.7,87.7,28.2,5.41,9985.0
Pakur,Clay Loam,Linseed,143,35.7,50.2,44.0,8.14,13224.0
Pakur,Sandy Loam,Millet,141,34.0,77.5,43.0,3.38,7795.0
Bokaro,Clay Loam,Millet,53,34.3,56.1,5.0,7.29,13137.0
Jamtara,Black Soil,Barley,107,20.8,76.3,7.4,1.44,5783.0
Koderma,Sandy Loam,Rice,33,28.8,58.7,24.6,8.99,18317.0
Ranchi,Alluvial Soil,Rice,119,36.4,54.5,18.4,2.4,12737.0
Simdega,Clay Loam,Wheat,32,38.7,87.9,35.2,3.37,9599.0
Deoghar,Sandy Loam,Millet,118,24.6,50.5,24.7,9.6,14251.0
Deoghar,Alluvial Soil,Mustard,62,31.6,77.9,1.0,1.97,6473.0
Pakur,Clay Loam,Barley,82,36.1,73.7,14.2,2.92,8735.0
Palamu,Alluvial Soil,Linseed,130,35.0,55.2,45.1,6.01,10852.0
Khunti,Gravelly Soil,Sunflower,77,32.4,62.9,25.6,9.82,15561.0
Giridih,Clay Loam,Groundnut,16,20.4,47.1,39.9,7.07,11599.0
Jamtara,Gravelly Soil,Mustard,123,34.5,86.1,20.1,1.58,5745.0
Giridih,Red Sandy Soil,Ragi,8,35.5,88.4,33.8,7.61,12232.0
Dumka,Red Sandy Soil,Sugarcane,147,34.5,76.6,8.5,4.55,16232.0
Ranchi,Sandy Loam,Barley,67,35.3,82.5,36.8,9.93,14949.0
Dumka,Laterite Soil,Jowar,115,28.6,44.1,39.3,6.47,11721.0
Giridih,Gravelly Soil,Groundnut,113,39.9,59.2,4.5,5.55,12374.0
Pakur,Gravelly Soil,Rice,32,35.4,56.5,9.2,5.79,16151.0
Koderma,Red Sandy Soil,Sunflower,105,31.6,68.2,23.1,6.59,12142.0
Chatra,Gravelly Soil,Groundnut,25,38.7,49.2,31.9,7.45,13906.0
Pakur,Laterite Soil,Barley,53,38.2,68.2,31.9,1.24,7076.0
Ranchi,Alluvial Soil,Ragi,81,36.3,72.7,33.4,1.74,6921.0
Godda,Alluvial Soil,Millet,25,31.3,46.6,35.7,3.35,8568.0
Gumla,Laterite Soil,Ragi,33,30.5,46.6,25.3,5.04,10586.0
Hazaribagh,Gravelly Soil,Sugarcane,31,26.6,41.8,28.7,3.46,14992.0
Seraikela-Kharsawan,Gravelly Soil,Sesame,36,25.0,78.0,0.4,2.53,6982.0
Koderma,Gravelly Soil,Rice,87,30.2,56.6,8.3,9.29,19146.0
Pakur,Black Soil,Mustard,123,31.6,51.3,24.9,0.81,5633.0
Jamtara,Sandy Loam,Sesame,44,24.9,78.9,37.3,9.42,13097.0
Dhanbad,Clay Loam,Linseed,48,38.5,47.2,40.4,9.12,14646.0
Koderma,Laterite Soil,Linseed,13,31.1,61.4,36.4,7.0,11440.0
Godda,Laterite Soil,Sesame,144,30.5,77.2,24.3,0.81,5358.0
Jamtara,Black Soil,Cotton,91,28.7,68.7,14.1,2.64,9867.0
Pakur,Laterite Soil,Sunflower,131,21.2,67.7,22.2,9.8,14345.0
Deoghar,Laterite Soil,Sugarcane,143,37.6,47.9,0.5,9.11,22123.0
Giridih,Black Soil,Wheat,66,26.3,49.0,29.9,9.66,15922.0
Ranchi,Laterite Soil,Cotton,28,32.8,69.1,3.7,9.96,17793.0
Pakur,Gravelly Soil,Jowar,125,32.1,41.2,7.3,1.11,7438.0
Godda,Black Soil,Mustard,80,31.7,83.5,31.3,5.92,9659.0
Bokaro,Sandy Loam,Jowar,132,30.5,57.5,0.7,8.42,14231.0
Jamtara,Red Sandy Soil,Groundnut,72,23.6,60.8,28.7,3.54,8202.0
Bokaro,Gravelly Soil,Millet,44,25.6,52.9,31.9,4.64,9175.0
Sahebganj,Gravelly Soil,Sunflower,119,30.5,83.8,39.4,3.2,7848.0
Hazaribagh,Clay Loam,Groundnut,46,35.8,72.1,3.4,0.86,6909.0
Hazaribagh,Black Soil,Millet,84,28.6,62.5,0.1,1.19,6373.0
Pakur,Red Sandy Soil,Maize,26,24.1,69.3,38.3,0.7,5465.0
Deoghar,Laterite Soil,Linseed,96,21.8,59.0,14.5,5.51,9530.0
Dumka,Red Sandy Soil,Sunflower,13,33.3,63.3,44.4,6.38,11823.0
Lohardaga,Sandy Loam,Maize,125,28.5,57.9,9.2,3.42,9549.0
Latehar,Alluvial Soil,Jowar,69,22.5,60.5,29.3,8.35,12699.0
Koderma,Gravelly Soil,Wheat,51,33.5,55.7,5.5,8.94,16209.0
Khunti,Black Soil,Jowar,13,24.2,43.9,20.1,1.83,7031.0
Sahebganj,Black Soil,Maize,139,30.2,41.9,44.1,0.99,7071.0
Chatra,Red Sandy Soil,Sorghum,60,26.1,48.7,30.4,3.53,8671.0
Simdega,Clay Loam,Cotton,32,38.6,52.6,34.5,7.27,15562.0
Giridih,Sandy Loam,Sunflower,18,24.6,84.5,11.3,5.32,9919.0
Giridih,Alluvial Soil,Cotton,93,28.4,70.6,46.1,5.14,11640.0
Dumka,Sandy Loam,Wheat,148,39.2,87.9,31.2,1.95,8309.0
Dumka,Black Soil,Sunflower,44,26.4,57.0,5.3,3.84,9564.0
Koderma,Laterite Soil,Wheat,37,32.9,60.1,0.8,9.61,16781.0
Gumla,Alluvial Soil,Wheat,127,26.3,76.0,0.8,3.74,9774.0
Koderma,Black Soil,Jowar,19,22.2,68.9,2.6,6.12,10721.0
Gumla,Clay Loam,Mustard,32,32.6,66.4,45.6,1.05,5106.0
Dhanbad,Alluvial Soil,Linseed,106,38.3,68.8,17.9,1.11,6418.0
Khunti,Black Soil,Barley,22,29.1,69.2,14.9,4.53,9766.0
Dumka,Clay Loam,Ragi,122,32.5,78.3,20.8,6.24,11125.0
Gumla,Laterite Soil,Sunflower,129,32.2,73.4,20.5,4.04,9548.0
Dhanbad,Clay Loam,Rice,54,28.3,87.9,11.9,2.2,10855.0
Deoghar,Sandy Loam,Wheat,148,32.3,87.4,4.6,7.49,13706.0
Pakur,Red Sandy Soil,Sorghum,58,25.2,61.1,5.4,1.83,7009.0
Gumla,Sandy Loam,Rice,70,27.6,41.8,30.0,6.85,16456.0
Deoghar,Black Soil,Linseed,63,28.8,40.6,19.8,9.59,14756.0
Simdega,Black Soil,Ragi,3,37.3,46.2,45.1,4.97,10812.0
Khunti,Gravelly Soil,Sunflower,99,27.0,43.7,23.2,2.4,8225.0
Dhanbad,Sandy Loam,Mustard,45,32.7,58.7,25.2,8.5,13205.0
Palamu,Alluvial Soil,Barley,143,24.3,42.6,46.4,5.3,10224.0
Palamu,Laterite Soil,Wheat,17,25.1,71.2,25.1,9.27,14842.0
Seraikela-Kharsawan,Gravelly Soil,Wheat,143,33.0,49.5,25.1,7.35,14363.0
Gumla,Gravelly Soil,Wheat,5,35.2,65.7,18.2,4.59,11475.0
Bokaro,Gravelly Soil,Cotton,11,29.2,45.2,35.5,6.37,13924.0
Khunti,Black Soil,Sorghum,92,26.7,81.4,19.6,2.11,6546.0
Dhanbad,Red Sandy Soil,Mustard,142,38.2,79.0,29.4,4.18,8742.0
Simdega,Clay Loam,Rice,39,22.7,59.3,22.4,6.14,14883.0
Palamu,Alluvial Soil,Millet,42,34.4,85.5,26.4,6.11,10657.0
Lohardaga,Black Soil,Sunflower,94,33.8,49.3,41.4,6.08,12053.0
Simdega,Laterite Soil,Millet,5,33.8,80.7,20.7,7.56,12305.0
Dhanbad,Black Soil,Mustard,52,38.7,67.3,11.5,1.5,6821.0
Lohardaga,Red Sandy Soil,Wheat,44,34.6,56.5,28.5,1.2,8095.0
Chatra,Black Soil,Millet,115,26.0,44.2,46.9,1.91,6446.0
Latehar,Black Soil,Rice,127,27.1,48.6,34.7,8.03,17288.0
Simdega,Sandy Loam,Sesame,116,27.8,83.1,15.4,1.12,5399.0
Koderma,Laterite Soil,Linseed,149,20.6,70.3,48.1,2.64,5529.0
Gumla,Gravelly Soil,Sesame,68,38.3,51.9,17.1,2.92,9151.0
Koderma,Laterite Soil,Sunflower,47,21.5,64.8,49.2,6.65,10772.0
Deoghar,Laterite Soil,Sunflower,127,34.0,45.4,9.6,4.32,11066.0
Hazaribagh,Sandy Loam,Millet,35,34.6,44.9,50.0,2.39,7703.0
Chatra,Clay Loam,Sunflower,7,36.9,85.4,3.8,4.77,10722.0
Sahebganj,Black Soil,Linseed,116,31.1,62.9,35.7,7.01,11419.0
